sample,specie,Laminar_layer,mCG/CG,mCH/CH,Coverage(%),BroadClass,Subtype
Pool_1010_AD010,Mus_musculus,Deep,0.74965,0.02383,4.66,Excitatory,mL6-2
Pool_1011_AD008,Mus_musculus,Deep,0.75273,0.02667,5.27,Excitatory,mL6-2
Pool_1011_AD010,Mus_musculus,Deep,0.72151,0.01969,5.07,Excitatory,mL6-2
Pool_1012_AD008,Mus_musculus,Deep,0.76182,0.02843,5.5,Excitatory,mL6-2
Pool_1012_AD010,Mus_musculus,Deep,0.73916,0.027,5.67,Excitatory,mDL-2
Pool_1013_AD008,Mus_musculus,Deep,0.75073,0.02902,4.85,Excitatory,mL5-2
Pool_1013_AD010,Mus_musculus,Deep,0.72799,0.02252,5.32,Excitatory,mDL-2
Pool_1014_AD008,Mus_musculus,Deep,0.73518,0.01756,10.04,Excitatory,mL6-2
Pool_1014_AD010,Mus_musculus,Deep,0.75658,0.02656,5.6,Excitatory,mDL-1
Pool_1015_AD008,Mus_musculus,Deep,0.75228,0.02526,4.76,Excitatory,mDL-2
Pool_1015_AD010,Mus_musculus,Deep,0.751,0.03084,4.4,Excitatory,mDL-3
Pool_1016_AD008,Mus_musculus,Deep,0.80828,0.02831,5.7,Excitatory,mL6-1
Pool_1016_AD010,Mus_musculus,Deep,0.75754,0.0312,5.93,Excitatory,mL6-2
Pool_1017_AD008,Mus_musculus,Deep,0.74675,0.02374,5.88,Excitatory,mDL-1
Pool_1017_AD010,Mus_musculus,Deep,0.7844,0.0311,6.41,Excitatory,mL6-2
Pool_1018_AD008,Mus_musculus,Deep,0.76355,0.02909,5.81,Excitatory,mL6-2
Pool_1018_AD010,Mus_musculus,Deep,0.76701,0.02597,5.91,Excitatory,mDL-1
Pool_1019_AD008,Mus_musculus,Deep,0.74955,0.02827,6.51,Excitatory,mL6-2
Pool_1019_AD010,Mus_musculus,Deep,0.76882,0.0244,7.34,Excitatory,mDL-2
Pool_101_AD002,Mus_musculus,Superficial,0.74056,0.01878,3.88,Excitatory,mL2/3
Pool_101_AD006,Mus_musculus,Superficial,0.77876,0.02676,5.05,Inhibitory,mVip
Pool_1020_AD008,Mus_musculus,Deep,0.80079,0.02683,6.65,Excitatory,mL6-1
Pool_1021_AD008,Mus_musculus,Deep,0.73266,0.01979,7.81,Excitatory,mL6-2
Pool_1021_AD010,Mus_musculus,Deep,0.80354,0.03662,6.03,Excitatory,mL6-1
Pool_1022_AD008,Mus_musculus,Deep,0.75473,0.0247,7.28,Excitatory,mDL-2
Pool_1022_AD010,Mus_musculus,Deep,0.74155,0.02169,6.59,Excitatory,mL6-2
Pool_1023_AD008,Mus_musculus,Deep,0.7924,0.02962,6.59,Inhibitory,mSst-1
Pool_1023_AD010,Mus_musculus,Deep,0.77484,0.03476,5.27,Excitatory,mL6-2
Pool_1024_AD008,Mus_musculus,Deep,0.78625,0.04061,6.51,Inhibitory,mSst-1
Pool_1024_AD010,Mus_musculus,Deep,0.75693,0.02328,5.76,Excitatory,mL6-2
Pool_1025_AD008,Mus_musculus,Deep,0.7701,0.02832,6.97,Excitatory,mL6-2
Pool_1025_AD010,Mus_musculus,Deep,0.75469,0.02543,6.18,Excitatory,mL6-2
Pool_1026_AD008,Mus_musculus,Deep,0.77238,0.03342,5.8,Excitatory,mL6-2
Pool_1026_AD010,Mus_musculus,Deep,0.75362,0.02343,6.02,Excitatory,mDL-1
Pool_1027_AD008,Mus_musculus,Deep,0.75702,0.02894,5.51,Excitatory,mL5-1
Pool_1027_AD010,Mus_musculus,Deep,0.75755,0.02143,6.23,Excitatory,mDL-2
Pool_1028_AD008,Mus_musculus,Deep,0.76938,0.0262,6.34,Excitatory,mL6-2
Pool_1028_AD010,Mus_musculus,Deep,0.74302,0.02374,5.6,Excitatory,mL6-2
Pool_1029_AD008,Mus_musculus,Deep,0.74231,0.02341,4.95,Inhibitory,mNdnf-2
Pool_1029_AD010,Mus_musculus,Deep,0.74969,0.02406,6.33,Excitatory,mDL-1
Pool_102_AD002,Mus_musculus,Superficial,0.72206,0.02315,3.69,Excitatory,mL5-1
Pool_102_AD006,Mus_musculus,Superficial,0.74719,0.02873,4.89,Excitatory,mL2/3
Pool_1030_AD008,Mus_musculus,Deep,0.75792,0.02739,5.79,Excitatory,mDL-2
Pool_1030_AD010,Mus_musculus,Deep,0.72831,0.02214,5.07,Excitatory,mL6-2
Pool_1031_AD008,Mus_musculus,Deep,0.73836,0.02953,5.43,Excitatory,mL5-2
Pool_1031_AD010,Mus_musculus,Deep,0.75409,0.02665,4.56,Excitatory,mL5-1
Pool_1032_AD008,Mus_musculus,Deep,0.74507,0.02652,7.33,Excitatory,mDL-1
Pool_1032_AD010,Mus_musculus,Deep,0.74067,0.02363,6.04,Excitatory,mDL-1
Pool_1033_AD008,Mus_musculus,Deep,0.80721,0.02934,4.74,Excitatory,mL6-1
Pool_1033_AD010,Mus_musculus,Deep,0.76417,0.02628,3.85,Excitatory,mDL-1
Pool_1034_AD008,Mus_musculus,Deep,0.799,0.03857,4.55,Inhibitory,mSst-1
Pool_1034_AD010,Mus_musculus,Deep,0.80188,0.0389,3.74,Inhibitory,mSst-1
Pool_1035_AD008,Mus_musculus,Deep,0.80407,0.03412,4,Inhibitory,mPv
Pool_1035_AD010,Mus_musculus,Deep,0.76063,0.03388,3.84,Excitatory,mL5-2
Pool_1036_AD008,Mus_musculus,Deep,0.75915,0.02909,3.89,Excitatory,mDL-2
Pool_1036_AD010,Mus_musculus,Deep,0.76548,0.0224,4.48,Excitatory,mDL-2
Pool_1037_AD008,Mus_musculus,Deep,0.79601,0.03269,4.59,Excitatory,mL6-2
Pool_1037_AD010,Mus_musculus,Deep,0.74404,0.03416,4.66,Excitatory,mL5-2
Pool_1038_AD008,Mus_musculus,Deep,0.8046,0.04471,3.73,Inhibitory,mPv
Pool_1038_AD010,Mus_musculus,Deep,0.74728,0.0212,3.21,Excitatory,mL6-2
Pool_1039_AD008,Mus_musculus,Deep,0.75458,0.02461,3.52,Excitatory,mL6-2
Pool_1039_AD010,Mus_musculus,Deep,0.78147,0.03009,3.34,Excitatory,mDL-1
Pool_103_AD002,Mus_musculus,Superficial,0.73219,0.02105,2.86,Excitatory,mL2/3
Pool_103_AD006,Mus_musculus,Superficial,0.74527,0.02103,4.43,Excitatory,mL2/3
Pool_1040_AD008,Mus_musculus,Deep,0.74911,0.0353,4.04,Excitatory,mL5-2
Pool_1040_AD010,Mus_musculus,Deep,0.81674,0.03588,3.55,Excitatory,mL6-2
Pool_1041_AD008,Mus_musculus,Deep,0.75335,0.02843,7.23,Excitatory,mDL-1
Pool_1041_AD010,Mus_musculus,Deep,0.76011,0.02755,5.89,Excitatory,mL6-2
Pool_1042_AD008,Mus_musculus,Deep,0.73861,0.02136,7.77,Excitatory,mL2/3
Pool_1042_AD010,Mus_musculus,Deep,0.76683,0.03847,5.85,Excitatory,mL6-2
Pool_1043_AD008,Mus_musculus,Deep,0.75147,0.02428,7.17,Excitatory,mDL-3
Pool_1043_AD010,Mus_musculus,Deep,0.747,0.02466,7.21,Excitatory,mL2/3
Pool_1044_AD008,Mus_musculus,Deep,0.74418,0.02158,6.75,Excitatory,mL6-2
Pool_1044_AD010,Mus_musculus,Deep,0.75117,0.02371,6.61,Excitatory,mDL-2
Pool_1045_AD008,Mus_musculus,Deep,0.74893,0.02693,6.7,Excitatory,mDL-1
Pool_1045_AD010,Mus_musculus,Deep,0.75397,0.02375,6.4,Excitatory,mDL-2
Pool_1046_AD008,Mus_musculus,Deep,0.74743,0.0271,6.14,Excitatory,mDL-2
Pool_1046_AD010,Mus_musculus,Deep,0.78173,0.02305,6.65,Inhibitory,mSst-1
Pool_1047_AD008,Mus_musculus,Deep,0.76049,0.02422,5.98,Excitatory,mDL-2
Pool_1047_AD010,Mus_musculus,Deep,0.76489,0.02509,5.17,Excitatory,mL6-2
Pool_1048_AD008,Mus_musculus,Deep,0.80274,0.0339,5.91,Excitatory,mL6-2
Pool_1048_AD010,Mus_musculus,Deep,0.73544,0.0257,5.07,Excitatory,mL6-2
Pool_1049_AD008,Mus_musculus,Deep,0.79004,0.03545,7.31,Inhibitory,mPv
Pool_1049_AD010,Mus_musculus,Deep,0.74232,0.02103,5.58,Excitatory,mDL-1
Pool_104_AD002,Mus_musculus,Superficial,0.72461,0.02064,3.86,Excitatory,mL2/3
Pool_104_AD006,Mus_musculus,Superficial,0.75812,0.0227,3.79,Inhibitory,mNdnf-2
Pool_1050_AD008,Mus_musculus,Deep,0.78456,0.02503,7.35,Excitatory,mL6-1
Pool_1050_AD010,Mus_musculus,Deep,0.78083,0.03869,5.17,Inhibitory,mSst-1
Pool_1051_AD008,Mus_musculus,Deep,0.73233,0.01861,5.3,Inhibitory,mNdnf-2
Pool_1051_AD010,Mus_musculus,Deep,0.77467,0.0262,4.58,Excitatory,mDL-2
Pool_1052_AD008,Mus_musculus,Deep,0.79216,0.03144,4.9,Inhibitory,mSst-1
Pool_1052_AD010,Mus_musculus,Deep,0.76945,0.0292,4.74,Excitatory,mL6-2
Pool_1053_AD008,Mus_musculus,Deep,0.75727,0.02482,5.71,Excitatory,mDL-2
Pool_1053_AD010,Mus_musculus,Deep,0.74407,0.02205,5.5,Excitatory,mL6-2
Pool_1054_AD008,Mus_musculus,Deep,0.74944,0.0236,4.96,Excitatory,mL6-2
Pool_1054_AD010,Mus_musculus,Deep,0.7472,0.02194,4.08,Excitatory,mDL-1
Pool_1055_AD010,Mus_musculus,Deep,0.7683,0.03127,4.05,Excitatory,mL6-2
Pool_1056_AD008,Mus_musculus,Deep,0.79733,0.03533,4.56,Inhibitory,mSst-2
Pool_1056_AD010,Mus_musculus,Deep,0.74006,0.02527,4.4,Excitatory,mDL-2
Pool_1057_AD008,Mus_musculus,Deep,0.75804,0.02322,7.16,Inhibitory,mNdnf-2
Pool_1057_AD010,Mus_musculus,Deep,0.74207,0.03375,7.9,Excitatory,mL5-2
Pool_1058_AD008,Mus_musculus,Deep,0.74767,0.01901,7.75,Inhibitory,mNdnf-2
Pool_1058_AD010,Mus_musculus,Deep,0.74502,0.02198,7.03,Excitatory,mL6-2
Pool_1059_AD008,Mus_musculus,Deep,0.77173,0.02859,4.06,Excitatory,mL6-2
Pool_1059_AD010,Mus_musculus,Deep,0.77794,0.03109,6.72,Inhibitory,mSst-1
Pool_105_AD002,Mus_musculus,Superficial,0.76683,0.0205,5.58,Excitatory,mL2/3
Pool_105_AD006,Mus_musculus,Superficial,0.74046,0.02224,7.12,Excitatory,mL2/3
Pool_1060_AD008,Mus_musculus,Deep,0.75724,0.02471,5.55,Excitatory,mL6-2
Pool_1060_AD010,Mus_musculus,Deep,0.77284,0.02957,5.87,Inhibitory,mPv
Pool_1061_AD008,Mus_musculus,Deep,0.74942,0.02309,6.07,Excitatory,mDL-2
Pool_1061_AD010,Mus_musculus,Deep,0.71019,0.0193,6.05,Excitatory,mL6-2
Pool_1062_AD008,Mus_musculus,Deep,0.77935,0.02032,6.92,Inhibitory,mSst-1
Pool_1062_AD010,Mus_musculus,Deep,0.74374,0.02431,5.66,Excitatory,mDL-2
Pool_1063_AD008,Mus_musculus,Deep,0.76916,0.02543,5.78,Excitatory,mL6-2
Pool_1063_AD010,Mus_musculus,Deep,0.75639,0.02446,3.47,Excitatory,mDL-2
Pool_1064_AD008,Mus_musculus,Deep,0.7629,0.02248,6.58,Excitatory,mDL-2
Pool_1064_AD010,Mus_musculus,Deep,0.7597,0.03148,5.59,Excitatory,mL6-2
Pool_1065_AD008,Mus_musculus,Deep,0.73964,0.023,6.32,Excitatory,mL4
Pool_1065_AD010,Mus_musculus,Deep,0.79934,0.03394,5.31,Excitatory,mL6-2
Pool_1066_AD008,Mus_musculus,Deep,0.77068,0.02382,8.4,Excitatory,mL6-1
Pool_1066_AD010,Mus_musculus,Deep,0.74671,0.02662,6.56,Excitatory,mL5-1
Pool_1067_AD008,Mus_musculus,Deep,0.74399,0.02189,5.86,Excitatory,mL6-2
Pool_1067_AD010,Mus_musculus,Deep,0.76108,0.02687,4.26,Excitatory,mDL-2
Pool_1068_AD008,Mus_musculus,Deep,0.76406,0.02719,6.18,Excitatory,mL5-1
Pool_1068_AD010,Mus_musculus,Deep,0.74405,0.02557,5.2,Excitatory,mDL-2
Pool_1069_AD008,Mus_musculus,Deep,0.75114,0.02653,5.78,Excitatory,mL5-1
Pool_1069_AD010,Mus_musculus,Deep,0.76057,0.02917,6.12,Excitatory,mDL-3
Pool_106_AD002,Mus_musculus,Superficial,0.73272,0.01992,5.16,Excitatory,mL4
Pool_1070_AD008,Mus_musculus,Deep,0.74075,0.0197,5.72,Excitatory,mL6-2
Pool_1070_AD010,Mus_musculus,Deep,0.75927,0.0277,5.55,Excitatory,mDL-1
Pool_1071_AD008,Mus_musculus,Deep,0.77481,0.0282,9.44,Inhibitory,mPv
Pool_1071_AD010,Mus_musculus,Deep,0.80412,0.02956,5.56,Excitatory,mL6-1
Pool_1072_AD008,Mus_musculus,Deep,0.79869,0.03592,5.81,Inhibitory,mSst-1
Pool_1072_AD010,Mus_musculus,Deep,0.7483,0.02344,5.48,Excitatory,mL6-2
Pool_1073_AD008,Mus_musculus,Deep,0.76026,0.02447,4.98,Excitatory,mL6-2
Pool_1073_AD010,Mus_musculus,Deep,0.73434,0.02145,5.68,Excitatory,mL6-2
Pool_1074_AD008,Mus_musculus,Deep,0.76829,0.03846,5.18,Excitatory,mL6-2
Pool_1074_AD010,Mus_musculus,Deep,0.75885,0.02411,6.1,Inhibitory,mVip
Pool_1075_AD008,Mus_musculus,Deep,0.77366,0.02743,6.7,Excitatory,mL6-2
Pool_1075_AD010,Mus_musculus,Deep,0.78435,0.04215,5.03,Inhibitory,mSst-2
Pool_1076_AD008,Mus_musculus,Deep,0.76045,0.0271,5.21,Excitatory,mL5-2
Pool_1076_AD010,Mus_musculus,Deep,0.76044,0.02956,5.72,Excitatory,mL6-2
Pool_1077_AD008,Mus_musculus,Deep,0.75722,0.02611,7.42,Excitatory,mDL-1
Pool_1077_AD010,Mus_musculus,Deep,0.74531,0.02469,6.85,Excitatory,mDL-3
Pool_1078_AD008,Mus_musculus,Deep,0.77114,0.02831,6.04,Excitatory,mL6-2
Pool_1078_AD010,Mus_musculus,Deep,0.74896,0.02054,6.26,Inhibitory,mNdnf-2
Pool_1079_AD008,Mus_musculus,Deep,0.74569,0.02326,5.84,Excitatory,mDL-2
Pool_1079_AD010,Mus_musculus,Deep,0.78016,0.02926,5.08,Inhibitory,mVip
Pool_107_AD002,Mus_musculus,Superficial,0.75186,0.02167,4.44,Excitatory,mL4
Pool_107_AD006,Mus_musculus,Superficial,0.74813,0.02136,5.47,Excitatory,mL4
Pool_1080_AD008,Mus_musculus,Deep,0.77284,0.02525,6.04,Excitatory,mL6-2
Pool_1080_AD010,Mus_musculus,Deep,0.76278,0.027,5.55,Excitatory,mL6-2
Pool_1081_AD008,Mus_musculus,Deep,0.79648,0.02683,7.65,Excitatory,mL6-1
Pool_1081_AD010,Mus_musculus,Deep,0.72965,0.02111,7.27,Excitatory,mL6-2
Pool_1082_AD008,Mus_musculus,Deep,0.78502,0.0325,7.88,Excitatory,mL6-2
Pool_1082_AD010,Mus_musculus,Deep,0.79351,0.04646,6.74,Inhibitory,mSst-2
Pool_1083_AD008,Mus_musculus,Deep,0.75734,0.02618,6.22,Excitatory,mL6-2
Pool_1083_AD010,Mus_musculus,Deep,0.7688,0.03061,7.57,Excitatory,mL6-2
Pool_1084_AD008,Mus_musculus,Deep,0.73863,0.01922,7.36,Excitatory,mL6-2
Pool_1084_AD010,Mus_musculus,Deep,0.74519,0.02457,6.07,Excitatory,mL4
Pool_1085_AD008,Mus_musculus,Deep,0.8068,0.02971,7.27,Excitatory,mL6-1
Pool_1085_AD010,Mus_musculus,Deep,0.75735,0.03003,7.6,Excitatory,mL5-1
Pool_1086_AD008,Mus_musculus,Deep,0.76192,0.02642,6.36,Excitatory,mL6-2
Pool_1086_AD010,Mus_musculus,Deep,0.78394,0.03208,6.54,Excitatory,mL6-2
Pool_1087_AD008,Mus_musculus,Deep,0.78363,0.03911,7.06,Inhibitory,mPv
Pool_1087_AD010,Mus_musculus,Deep,0.78799,0.0249,5.5,Excitatory,mL6-1
Pool_1088_AD008,Mus_musculus,Deep,0.76239,0.02151,6.94,Inhibitory,mNdnf-2
Pool_1088_AD010,Mus_musculus,Deep,0.78844,0.0341,7.25,Inhibitory,mSst-1
Pool_1089_AD008,Mus_musculus,Deep,0.79988,0.02864,5.12,Excitatory,mL6-1
Pool_1089_AD010,Mus_musculus,Deep,0.74601,0.02547,5.83,Excitatory,mDL-1
Pool_108_AD002,Mus_musculus,Superficial,0.72007,0.02162,4.43,Excitatory,mL2/3
Pool_108_AD006,Mus_musculus,Superficial,0.74897,0.02274,5.88,Excitatory,mL2/3
Pool_1090_AD008,Mus_musculus,Deep,0.74338,0.01883,11.27,Excitatory,mL6-2
Pool_1090_AD010,Mus_musculus,Deep,0.74189,0.02355,5.97,Excitatory,mDL-2
Pool_1091_AD008,Mus_musculus,Deep,0.80407,0.02864,6.26,Excitatory,mL6-1
Pool_1091_AD010,Mus_musculus,Deep,0.7221,0.01807,6.16,Excitatory,mL6-2
Pool_1092_AD008,Mus_musculus,Deep,0.74089,0.02743,7.12,Excitatory,mL5-1
Pool_1092_AD010,Mus_musculus,Deep,0.76245,0.02822,7.08,Excitatory,mDL-3
Pool_1093_AD008,Mus_musculus,Deep,0.77864,0.03308,7.58,Inhibitory,mPv
Pool_1093_AD010,Mus_musculus,Deep,0.74253,0.01992,7.5,Excitatory,mL6-2
Pool_1094_AD008,Mus_musculus,Deep,0.79113,0.0319,7.69,Excitatory,mL6-2
Pool_1094_AD010,Mus_musculus,Deep,0.74875,0.02067,6.58,Excitatory,mL6-2
Pool_1095_AD008,Mus_musculus,Deep,0.75039,0.02258,6.03,Excitatory,mL4
Pool_1095_AD010,Mus_musculus,Deep,0.73406,0.02617,5.64,Excitatory,mL2/3
Pool_1096_AD008,Mus_musculus,Deep,0.75449,0.02241,7.35,Excitatory,mDL-1
Pool_1096_AD010,Mus_musculus,Deep,0.73331,0.02194,6.61,Excitatory,mDL-2
Pool_1097_AD008,Mus_musculus,Deep,0.74608,0.02735,6.32,Excitatory,mDL-3
Pool_1097_AD010,Mus_musculus,Deep,0.73148,0.01823,6.08,Excitatory,mL6-2
Pool_1098_AD008,Mus_musculus,Deep,0.78977,0.0369,7.73,Inhibitory,mVip
Pool_1098_AD010,Mus_musculus,Deep,0.76044,0.02999,7.31,Excitatory,mDL-3
Pool_1099_AD008,Mus_musculus,Deep,0.77104,0.02852,7.67,Excitatory,mL6-2
Pool_1099_AD010,Mus_musculus,Deep,0.7864,0.0384,6.93,Inhibitory,mVip
Pool_109_AD006,Mus_musculus,Superficial,0.72447,0.01161,12.19,Inhibitory,mNdnf-2
Pool_10_AD006,Mus_musculus,Superficial,0.7271,0.02474,4.35,Excitatory,mL2/3
Pool_1100_AD008,Mus_musculus,Deep,0.75251,0.02512,7.14,Excitatory,mDL-2
Pool_1100_AD010,Mus_musculus,Deep,0.7485,0.02509,7.28,Excitatory,mDL-2
Pool_1101_AD008,Mus_musculus,Deep,0.76086,0.02835,5.94,Excitatory,mL5-2
Pool_1101_AD010,Mus_musculus,Deep,0.79369,0.02439,7.36,Excitatory,mL6-1
Pool_1102_AD008,Mus_musculus,Deep,0.75535,0.02332,7.92,Excitatory,mDL-2
Pool_1102_AD010,Mus_musculus,Deep,0.80334,0.03714,7.62,Excitatory,mL6-2
Pool_1103_AD008,Mus_musculus,Deep,0.77754,0.03261,7.6,Excitatory,mL6-2
Pool_1103_AD010,Mus_musculus,Deep,0.74182,0.02526,7.1,Excitatory,mDL-3
Pool_1104_AD008,Mus_musculus,Deep,0.79932,0.02813,7.69,Inhibitory,mSst-1
Pool_1104_AD010,Mus_musculus,Deep,0.75694,0.02837,5.25,Excitatory,mL5-2
Pool_1105_AD002,Mus_musculus,Deep,0.77104,0.03068,3.37,Excitatory,mL6-2
Pool_1105_AD006,Mus_musculus,Deep,0.74955,0.0262,4.11,Excitatory,mDL-1
Pool_1106_AD006,Mus_musculus,Deep,0.774,0.0271,4.48,Excitatory,mL5-1
Pool_1106_AD008,Mus_musculus,Superficial,0.76708,0.03051,4.77,Inhibitory,mPv
Pool_1106_AD010,Mus_musculus,Superficial,0.73645,0.02069,4.2,Inhibitory,mNdnf-2
Pool_1107_AD002,Mus_musculus,Deep,0.76423,0.02477,2.61,Excitatory,mL5-1
Pool_1107_AD006,Mus_musculus,Deep,0.75385,0.02658,3.33,Excitatory,mDL-1
Pool_1107_AD008,Mus_musculus,Superficial,0.72678,0.02226,4.44,Excitatory,mL2/3
Pool_1107_AD010,Mus_musculus,Superficial,0.72824,0.02661,3.58,Excitatory,mL5-1
Pool_1108_AD002,Mus_musculus,Deep,0.78671,0.03452,2.88,Inhibitory,mSst-1
Pool_1108_AD006,Mus_musculus,Deep,0.78704,0.03404,2.11,Inhibitory,mPv
Pool_1108_AD010,Mus_musculus,Superficial,0.73464,0.01822,4.44,Excitatory,mL2/3
Pool_1109_AD002,Mus_musculus,Deep,0.7439,0.02669,3.49,Excitatory,mDL-1
Pool_1109_AD006,Mus_musculus,Deep,0.75855,0.02605,2.31,Excitatory,mDL-2
Pool_1109_AD008,Mus_musculus,Superficial,0.71824,0.02177,5.35,Excitatory,mL2/3
Pool_1109_AD010,Mus_musculus,Superficial,0.7566,0.02198,5.87,Inhibitory,mVip
Pool_110_AD006,Mus_musculus,Superficial,0.73875,0.01879,6.02,Excitatory,mL2/3
Pool_1110_AD002,Mus_musculus,Deep,0.77898,0.03496,3.84,Inhibitory,mPv
Pool_1110_AD006,Mus_musculus,Deep,0.75424,0.02479,4.36,Excitatory,mDL-2
Pool_1110_AD008,Mus_musculus,Superficial,0.73218,0.02257,5.43,Excitatory,mL2/3
Pool_1110_AD010,Mus_musculus,Superficial,0.74166,0.02492,5.53,Excitatory,mL2/3
Pool_1111_AD002,Mus_musculus,Deep,0.75179,0.02314,3.39,Excitatory,mL6-2
Pool_1111_AD006,Mus_musculus,Deep,0.74336,0.02265,4.66,Excitatory,mL6-2
Pool_1111_AD008,Mus_musculus,Superficial,0.70736,0.01672,5.01,Excitatory,mL4
Pool_1111_AD010,Mus_musculus,Superficial,0.75555,0.03346,3.79,Excitatory,mL5-1
Pool_1112_AD002,Mus_musculus,Deep,0.74528,0.02775,3.8,Excitatory,mDL-2
Pool_1112_AD006,Mus_musculus,Deep,0.75418,0.02649,4.64,Excitatory,mDL-2
Pool_1112_AD008,Mus_musculus,Superficial,0.72595,0.02011,5.47,Excitatory,mL4
Pool_1112_AD010,Mus_musculus,Superficial,0.71406,0.02528,5.63,Excitatory,mL2/3
Pool_1113_AD002,Mus_musculus,Deep,0.75206,0.0267,3.21,Excitatory,mL6-2
Pool_1113_AD006,Mus_musculus,Deep,0.78636,0.03839,4.71,Inhibitory,mPv
Pool_1113_AD008,Mus_musculus,Superficial,0.72824,0.01915,5.84,Excitatory,mL4
Pool_1113_AD010,Mus_musculus,Superficial,0.74123,0.02188,5.33,Excitatory,mL4
Pool_1114_AD002,Mus_musculus,Deep,0.79655,0.03441,4.03,Excitatory,mL6-2
Pool_1114_AD006,Mus_musculus,Deep,0.74343,0.03159,4.52,Excitatory,mL5-2
Pool_1114_AD008,Mus_musculus,Superficial,0.72964,0.02152,5.47,Excitatory,mL2/3
Pool_1114_AD010,Mus_musculus,Superficial,0.70736,0.02382,5.29,Excitatory,mL2/3
Pool_1115_AD002,Mus_musculus,Deep,0.74492,0.03077,3.13,Excitatory,mL5-1
Pool_1115_AD006,Mus_musculus,Deep,0.75938,0.02373,3.69,Excitatory,mL6-2
Pool_1115_AD008,Mus_musculus,Superficial,0.76257,0.02998,4.82,Inhibitory,mVip
Pool_1115_AD010,Mus_musculus,Superficial,0.72087,0.01969,3.72,Excitatory,mL2/3
Pool_1116_AD002,Mus_musculus,Deep,0.7738,0.03047,3.49,Excitatory,mL6-2
Pool_1116_AD006,Mus_musculus,Deep,0.75944,0.02321,4.28,Excitatory,mL6-2
Pool_1116_AD008,Mus_musculus,Superficial,0.75563,0.02597,4.73,Excitatory,mL5-1
Pool_1116_AD010,Mus_musculus,Superficial,0.72118,0.02203,5.28,Excitatory,mL2/3
Pool_1117_AD002,Mus_musculus,Deep,0.75979,0.02505,6.23,Excitatory,mL6-2
Pool_1117_AD008,Mus_musculus,Superficial,0.72036,0.01838,8,Excitatory,mL4
Pool_1117_AD010,Mus_musculus,Superficial,0.71442,0.02101,7.55,Excitatory,mL2/3
Pool_1118_AD002,Mus_musculus,Deep,0.75358,0.02229,4.41,Excitatory,mL6-2
Pool_1118_AD006,Mus_musculus,Deep,0.75454,0.02549,4.46,Excitatory,mDL-2
Pool_1118_AD010,Mus_musculus,Superficial,0.73805,0.02186,6.52,Excitatory,mL2/3
Pool_1119_AD002,Mus_musculus,Deep,0.74808,0.01993,4.25,Excitatory,mL6-2
Pool_1119_AD006,Mus_musculus,Deep,0.79587,0.03959,5.46,Inhibitory,mSst-2
Pool_1119_AD008,Mus_musculus,Superficial,0.76643,0.02646,5.89,Inhibitory,mPv
Pool_1119_AD010,Mus_musculus,Superficial,0.73231,0.02137,6.8,Excitatory,mL2/3
Pool_111_AD002,Mus_musculus,Superficial,0.73393,0.02212,4.07,Excitatory,mL4
Pool_111_AD006,Mus_musculus,Superficial,0.73161,0.02064,4.54,Excitatory,mL4
Pool_1120_AD002,Mus_musculus,Deep,0.72876,0.03446,3.29,Excitatory,mL5-1
Pool_1120_AD006,Mus_musculus,Deep,0.75266,0.02465,4.23,Excitatory,mDL-2
Pool_1120_AD008,Mus_musculus,Superficial,0.74676,0.02507,6.1,Inhibitory,mVip
Pool_1120_AD010,Mus_musculus,Superficial,0.73181,0.02239,5.63,Excitatory,mL2/3
Pool_1121_AD002,Mus_musculus,Deep,0.75281,0.03451,5.12,Excitatory,mL6-2
Pool_1121_AD006,Mus_musculus,Deep,0.78817,0.03297,5.6,Excitatory,mL6-2
Pool_1121_AD008,Mus_musculus,Superficial,0.7649,0.02637,6.06,Inhibitory,mPv
Pool_1121_AD010,Mus_musculus,Superficial,0.70437,0.02368,5.68,Excitatory,mL2/3
Pool_1122_AD002,Mus_musculus,Deep,0.73112,0.02358,5.05,Excitatory,mDL-2
Pool_1122_AD006,Mus_musculus,Deep,0.80008,0.02726,6.5,Excitatory,mL6-1
Pool_1122_AD008,Mus_musculus,Superficial,0.70598,0.01951,7.26,Excitatory,mL2/3
Pool_1122_AD010,Mus_musculus,Superficial,0.78206,0.03298,6.39,Inhibitory,mSst-1
Pool_1123_AD002,Mus_musculus,Deep,0.72642,0.02218,2.38,Excitatory,mL6-2
Pool_1123_AD006,Mus_musculus,Deep,0.75007,0.02609,3.26,Excitatory,mDL-1
Pool_1123_AD008,Mus_musculus,Superficial,0.77957,0.03681,3.49,Inhibitory,mVip
Pool_1123_AD010,Mus_musculus,Superficial,0.70062,0.02463,3.33,Excitatory,mL2/3
Pool_1124_AD002,Mus_musculus,Deep,0.74605,0.02453,4.83,Excitatory,mL6-2
Pool_1124_AD006,Mus_musculus,Deep,0.74579,0.02319,5.43,Excitatory,mL4
Pool_1124_AD010,Mus_musculus,Superficial,0.70002,0.02159,6.59,Excitatory,mL2/3
Pool_1125_AD002,Mus_musculus,Deep,0.72004,0.03032,4.81,Excitatory,mL5-2
Pool_1125_AD006,Mus_musculus,Deep,0.76914,0.02634,5.95,Excitatory,mL6-2
Pool_1125_AD008,Mus_musculus,Superficial,0.71098,0.02298,5.61,Excitatory,mL2/3
Pool_1125_AD010,Mus_musculus,Superficial,0.71712,0.022,6.84,Excitatory,mL2/3
